ID	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S5	S51	S52	S53	S54	S55	S6	S7	S8	S9	S56
051373f9b21675fcfa03b56ee4c5427a	2618	650	352	10173	2262	11058	3934	1435	1654	8453	603	31573	1123	1234	1221	1643	2747	1421	7167	775	1455	4543	1882	1772	6951	1319	5990	656	4760	1400	2579	1975	16263	1676	6382	3878	3568	5003	474	1168	3282	2368	2398	7193	1997	1346	7126	254	14
69214ca920cbdec54695603966fab713	1661	1549	702	4373	3878	4217	1413	854	6672	3173	6698	740	4171	677	522	724	15329	1991	3894	868	533	2477	4149	1271	3446	2316	1090	562	2223	9805	2505	1325	1667	2524	14030	1298	2818	5294	554	1463	5964	699	13301	4788	10969	10975	4113	395	8
08f854a73d43353549064097d19788cb	2493	2051	833	4630	1371	6126	2428	3093	913	404	4457	2295	6588	1654	1009	640	1170	2269	8125	2784	813	1913	682	2244	2886	3046	8473	1150	3033	1430	3290	1844	2601	17966	2556	841	2052	962	1689	8963	6268	1377	1230	163	978	619	14864	451	66
f800721813fb00952c5cd8c119f6ffa5	1085	170	175	1640	2205	1972	1305	522	5344	3395	4516	3020	4489	329	590	155	2265	262	1875	148	112	1006	564	311	1290	708	443	145	899	7521	558	575	2133	346	1228	1093	715	3791	135	848	356	672	581	2806	1564	643	2006	127	0
a057e0f08abf72acbe29576588ed71ef	222	301	176	420	1964	589	800	853	9990	11463	1307	312	1306	389	740	45	1476	223	149	252	70	650	1877	215	432	334	231	175	274	9573	371	169	247	201	911	559	152	1817	157	263	221	279	159	898	1106	1042	81	219	0
43286d34feb24f197ed23e6573c89499	9506	116	274	34	384	37	43	65	439	193	543	0	1351	0	150	162	2852	271	130	313	81	10549	1045	157	247	2356	257	429	291	560	247	113	92	210	994	4577	56	631	133	1226	151	2985	23	232	2011	387	33	70	0
46f1c657b8bf57b702d287efc976d627	107	681	69	277	158	765	166	214	103	104	100	83	129	19971	163	0	0	376	0	0	11361	0	0	38	0	11	382	0	0	0	408	78	0	0	0	0	0	0	75	0	402	15	0	0	86	71	67	10	0
3548fb2765a1a6bac9ca06d0cd7b1f92	121	725	452	446	349	3691	863	943	421	195	178	367	152	697	1167	855	346	1830	837	2671	466	546	346	298	523	350	3174	870	532	109	1050	959	679	539	252	141	165	356	656	85	577	322	32	487	445	172	156	758	10
8628ac375a026823172a921422d0b496	306	6469	2964	12	198	267	378	428	25	6	333	13	15	268	269	27	61	1269	465	588	445	87	42	31	42	67	458	357	245	301	2866	930	2653	2747	359	102	172	148	726	191	938	783	0	0	340	197	160	33	0
3043563b24f80a88403397323cb25d61	476	754	222	334	532	2774	421	952	268	182	584	134	2166	769	415	407	566	1690	549	2354	508	453	330	208	525	871	4030	469	210	121	678	262	99	367	112	127	23	201	757	194	461	72	28	351	319	172	75	499	7
094ca6973ba33ada6e5e6fcaa65c7c4e	112	89	88	5640	907	231	215	135	386	252	713	86	266	68	116	403	4471	204	374	181	55	417	431	183	2801	308	146	168	802	581	55	159	48	22	262	46	28	192	87	42	20	28	0	0	2628	288	269	83	0
fa638f764c0ffb575c77967fc6a0d7aa	376	511	437	109	417	150	260	272	132	429	1264	67	1084	103	310	157	933	452	484	483	184	195	1453	169	657	331	179	260	199	388	352	488	235	267	252	368	107	2990	740	245	131	238	61	1569	534	3249	421	464	31
f5f49f433f7be66e8d51a07e174b6bb7	459	58	30	0	67	48	67	430	273	74	206	10	525	26	41	12	47	125	52	395	41	49	207	0	0	638	24	27	347	344	435	126	179	6359	393	200	101	125	323	11607	211	264	0	0	110	462	0	0	0
af7b6aa90c9a944d29fd570844595bd3	359	334	528	353	241	233	594	645	168	138	268	273	134	252	994	971	208	224	347	497	244	191	199	239	540	191	203	376	764	248	409	1191	789	458	309	245	264	1524	1674	212	243	438	75	1129	341	347	248	187	13
bc4f3dc5d4bd8ee1a57f709a47844eb9	0	0	0	20	25	21	38	5356	45	9	0	183	22	30	51	0	0	0	0	40	0	0	0	196	0	11	0	11	49	100	52	0	50	154	84	16	14934	23	35	42	43	49	25	0	10	0	95	0	0
0a4b125b0980b764b1eb23e220e0d935	239	226	775	89	143	155	279	199	1792	125	92	101	127	181	964	128	164	375	405	293	115	2701	260	230	238	1071	488	3338	92	60	113	748	194	94	998	62	113	62	182	177	123	836	51	8	1912	164	102	100	0
1c32be2deb0a7a095fc6546bdfb2d9c9	288	466	373	49	99	814	94	100	69	61	274	40	59	1653	96	16	8	833	15	24	12800	7	14	6	14	9	126	16	22	0	1075	293	12	16	0	0	10	0	253	0	103	0	0	0	251	405	147	48	0
d9d8c23d6657f9014ae1c382eb3c74f7	26	997	57	21	30	58	28	47	68	0	0	31	0	615	65	15	25	50	34	46	33	93	32	68	41	78	1070	62	434	273	825	64	486	385	765	171	209	260	46	303	12001	635	16	38	72	32	0	18	0
09260084dc4c077716537e65eeb1cdab	0	23	0	482	0	0	0	20	0	0	0	0	0	0	0	16755	65	246	56	135	19	60	124	45	67	112	193	92	812	0	0	0	0	14	0	0	0	0	281	0	0	0	0	0	0	7	0	0	0
b86b1cb2fe5d7325f270cc9e3efbac00	252	315	453	218	199	549	473	348	181	148	103	109	180	2796	5519	0	52	222	107	0	3118	315	0	0	0	0	120	302	0	0	234	2175	152	0	72	0	0	0	190	0	106	245	0	0	170	85	92	0	0
7adc88b30a0aae3d94bcf869d4d6191a	672	69	1812	148	288	61	140	451	57	48	3095	60	4273	30	242	161	149	273	185	1324	70	39	50	178	135	371	27	170	49	135	54	184	47	206	0	0	0	67	1291	187	12	155	0	0	107	126	78	2165	0
1a00ffa1e63a1702f7661709aaa6987a	18	0	0	178	8590	352	6775	479	269	128	327	195	193	248	371	0	320	15	199	8	15	0	0	0	0	10	16	0	11	313	0	283	224	0	17	5	11	0	14	7	20	12	0	0	15	0	7	6	0
b62c885e3e732dd6c8f70de02cb03285	133	95	599	339	113	61	274	642	64	71	172	42	52	216	3188	818	105	61	95	267	324	37	47	0	224	37	38	255	351	42	84	2380	136	195	59	26	32	3346	2025	34	26	255	20	884	244	146	75	89	0
252f1c121fe6ef0dc30fd26dc8b41747	68	412	67	197	172	2152	359	514	243	108	49	106	127	428	337	136	200	1348	591	2442	304	509	231	189	434	343	2464	547	129	42	798	155	171	336	182	70	46	115	200	30	449	116	10	7	108	49	48	797	0
02eb9e0ecc60e9e44766288b5cdcb214	276	2479	1115	60	216	150	280	220	91	49	326	54	59	186	240	76	497	588	537	358	219	207	194	322	123	215	432	360	215	264	1034	543	1058	1198	276	199	175	97	321	171	480	496	69	61	417	203	414	72	0
5053e3c3e8e2b1dd462588d95577f3b4	303	85	127	220	141	116	151	312	72	0	690	59	2427	0	584	1878	104	288	189	980	0	66	100	58	228	403	84	92	436	97	155	533	214	250	82	0	54	1566	930	274	66	113	30	2536	78	64	0	170	0
a6c9b3f0b7a5b44531f8c23335ed66ef	171	526	342	52	448	310	199	172	179	984	445	48	78	89	121	117	2137	426	457	441	126	315	2297	293	373	261	258	228	85	289	183	308	102	97	148	183	52	498	458	39	75	73	0	203	884	1216	346	326	0
e3def4fa29ca035c657f91790d03aa7b	0	0	382	0	0	0	107	0	0	322	0	0	0	0	588	0	379	0	0	0	0	0	928	66	217	0	0	413	538	531	317	248	320	149	464	4147	241	288	0	252	190	4858	0	0	268	481	0	0	0
a184d239ea8712d3656bd3290af4b19b	485	396	99	301	393	1140	511	506	205	192	408	199	2485	412	317	153	208	510	336	290	192	133	149	189	191	783	1573	210	422	127	456	193	145	190	73	32	115	50	141	427	307	76	0	0	63	64	655	17	0
4a1ac1b320a6c274e3cf45d343e8d192	755	85	113	77	279	39	463	72	255	164	1644	148	1447	35	175	69	249	98	2173	100	41	642	186	203	181	345	80	98	67	310	50	450	293	45	113	261	173	359	58	200	28	293	34	288	169	203	2376	71	0
429c1a8bff3fd8e94bdb6c4fccde898d	238	229	151	556	371	577	359	293	217	1061	524	712	650	240	322	114	184	230	101	95	150	136	351	167	282	370	308	120	526	249	440	160	311	166	402	541	282	254	84	292	614	359	233	37	156	649	249	41	0
7f1f41270259abbe327918c3bd70a9b1	147	66	166	387	0	0	0	472	0	0	118	0	0	0	0	4905	98	96	78	636	66	84	144	52	92	122	58	125	502	0	0	171	0	188	20	0	0	0	5235	0	0	0	0	0	93	173	71	43	0
d896f52c91c4ee103200a5be3dad020b	278	104	956	120	21	23	37	709	16	15	211	0	0	15	260	582	43	147	118	1040	91	27	51	157	104	73	28	155	145	0	39	374	33	354	22	23	27	37	6743	0	0	104	19	0	149	236	106	805	0
5e9170e6ef44c8b371be8836009e8859	325	657	2641	21	81	41	48	57	44	183	385	36	52	73	527	88	221	223	140	245	190	164	1825	356	282	238	209	725	87	120	124	344	78	68	97	221	63	360	334	53	122	627	40	147	303	883	229	269	0
142e491980a72e2f343c4f644d9f8202	45	39	81	17	17	15	191	54	0	40	48	71	19	14	114	23	74	118	4556	74	45	54	131	263	65	120	72	112	51	53	86	297	210	48	76	1704	110	35	43	68	49	289	83	24	61	103	4860	49	0
41c73e43e1ecb90ba15289518b0bd82f	76	53	62	333	0	0	52	314	0	0	0	43	0	0	0	4344	129	832	540	3385	0	153	182	118	138	220	170	163	545	0	121	87	126	408	0	0	0	0	1350	0	0	0	0	0	0	50	20	92	0
e53d85d8e70124c4adefd24635a8943c	69	152	431	43	93	84	117	139	2003	36	66	42	78	98	391	52	132	269	168	241	32	2377	121	166	136	208	284	2527	20	12	45	106	31	40	579	20	13	0	74	26	23	298	0	11	1980	71	29	9	0
82ebd55b87432fb6617f13c798303361	171	2785	1057	6	38	123	184	204	11	0	181	3	0	162	150	0	36	570	243	311	306	53	34	12	31	30	341	229	151	138	1219	553	1021	1036	260	53	86	118	410	112	505	407	0	0	202	152	85	45	0
3677d5fa68dbdf92cc066df080b6816d	104	135	212	79	42	21	126	22	17	311	141	76	89	28	144	41	98	114	327	90	54	79	822	125	173	125	75	204	361	261	388	209	345	182	247	3449	303	563	66	252	229	639	103	86	68	754	1092	19	0
c0efa4c899252b6a8cf7828a1f17e3e0	115	1105	699	21	91	213	167	163	948	40	119	21	48	134	274	26	81	430	173	233	194	1203	55	103	76	133	331	1461	85	72	465	276	340	284	528	51	55	0	233	53	216	369	0	46	1289	125	77	42	0
f60ce950bcf4cd522be71742a2787649	141	145	618	69	99	142	286	160	732	54	75	63	117	100	757	86	122	305	253	257	75	899	158	292	181	467	313	1335	98	46	151	442	190	97	514	42	83	65	133	105	127	746	87	0	708	96	62	54	0
5ab1514769620594eb50584d51d11ade	39	28	215	0	0	0	40	191	0	0	39	0	0	0	0	62	74	733	502	3797	34	82	144	110	273	100	59	138	0	14	168	73	92	384	0	0	8	99	245	0	6	48	0	0	37	98	31	4216	0
a8ebae1e6934fa35b59efd1d73c4da54	218	204	646	117	190	273	671	354	260	97	145	97	254	254	3347	11	30	38	272	52	90	72	32	89	46	521	67	535	12	15	13	1664	289	0	26	0	0	0	156	92	9	422	25	0	196	107	61	19	0
dc1756cf40a4b85e264b5567f6562d86	105	33	74	161	127	62	231	101	100	97	24	2208	88	51	120	54	41	0	137	50	0	69	98	408	278	95	32	55	196	93	113	126	290	56	129	105	718	1327	42	178	68	137	1345	1217	64	47	435	106	0
269e0f95f1ca5c2924b262c0637e9f1c	100	103	118	317	102	58	103	620	79	3609	98	44	66	46	107	596	21	42	23	380	60	35	442	24	49	41	44	47	209	0	19	161	0	173	0	152	0	0	2148	9	0	0	0	0	85	752	79	45	0
d979df909920903d5c0ff418a8e536dd	44	24	598	192	127	84	330	449	68	106	32	70	124	57	6669	0	0	0	41	8	7	0	0	0	0	0	0	285	0	0	0	1121	62	13	0	0	0	0	150	0	0	249	6	0	24	55	15	12	0
68d58e334de7b1908952295beef8a43e	156	1790	796	0	206	81	152	117	60	0	275	0	0	107	99	0	408	412	182	248	167	123	38	68	0	82	231	183	93	244	748	316	805	944	186	0	71	0	232	94	321	265	0	0	281	105	79	31	0
620b35dbf750b1a06aaf431a682c5f6a	54	58	249	34	52	50	92	58	1582	39	22	38	40	38	384	29	61	133	128	116	38	2044	79	58	100	235	133	2322	0	18	26	109	24	15	373	26	0	20	33	33	0	314	13	0	1538	47	0	0	0
9c840fe2d136b3ad246cd24c7102218e	187	170	186	75	152	297	168	120	39	137	402	99	379	52	230	62	257	186	217	177	107	76	464	149	421	214	103	152	164	195	250	256	134	121	91	115	178	1248	156	150	84	176	117	406	129	359	466	305	11
ae86a37faa50ad434e3802e3e3e18517	101	150	185	47	156	92	303	184	178	2317	180	118	171	71	162	41	167	159	400	437	60	140	512	251	208	157	89	131	17	75	56	284	106	88	55	110	94	140	136	38	17	53	16	12	123	420	694	734	0
895f9d5c02ab9fdda6cb3846b9acd642	87	109	211	35	136	366	36	42	65	253	121	40	45	38	258	27	246	139	34	48	54	136	374	33	85	59	101	247	354	265	335	59	195	95	240	2504	232	251	45	184	147	1326	0	73	172	450	33	38	0
2216633038ba1ee975c500fea0802efd	243	59	126	310	259	119	182	159	97	188	801	1005	965	109	199	92	84	26	87	14	60	17	109	124	100	219	21	58	440	188	107	171	221	69	99	745	245	91	69	212	59	165	24	0	66	241	290	28	0
75388a1fccf5a9eac8f45b66ed8edf7e	40	517	212	0	0	35	46	31	7	0	45	0	10	47	36	0	18	110	40	54	32	12	7	18	17	18	72	51	28	28	229	107	197	284	32	17	29	22	84	35	100	67	887	1445	29	32	42	0	488
0b509c462f89f7f42ed69203cd94469d	87	318	17	50	154	2483	148	113	150	90	18	50	74	324	129	50	129	729	124	154	159	252	163	79	84	186	3173	127	0	9	354	19	0	0	29	0	0	0	12	19	247	0	0	0	37	17	0	10	0
a8687f11c19ee937a4acba65e37361a9	69	75	116	501	157	160	231	142	94	180	83	826	103	114	162	157	77	150	120	83	95	58	195	135	369	109	85	134	528	128	247	125	352	140	193	1010	263	233	54	168	135	375	148	77	70	227	245	69	5
551c33268bdffce5b0184487b47ad230	225	174	200	66	64	32	59	140	53	73	206	43	147	41	95	114	77	110	98	163	83	132	375	142	406	160	64	101	186	157	179	147	177	145	158	137	156	1922	419	160	123	186	230	724	147	465	172	237	14
3abcd5e8fa2803c08a506e92ca8d71c9	63	52	149	36	50	400	48	40	20	270	35	25	58	27	158	21	32	166	41	43	76	22	454	23	76	251	113	178	299	193	482	33	192	143	194	3068	194	206	22	236	209	811	0	0	29	784	18	0	0
6da61024ff265bd0d009ac22d2f4ca6c	20	22	23	1030	61	121	195	119	52	34	10	383	58	88	93	111	87	147	180	166	17	109	70	158	3702	160	230	118	373	41	109	103	420	52	58	51	110	399	19	60	87	74	8	13	13	17	53	83	0
33a2958a910e6bbdc073420aa12f2d72	164	140	682	78	227	124	168	128	92	485	302	452	214	88	272	49	328	139	126	103	94	91	349	353	190	168	88	241	111	148	133	187	130	64	93	111	172	386	135	107	65	267	325	125	166	374	231	116	0
6784bc714deab392fb73178d35b9bd43	15	55	39	0	69	229	70	21	0	75	77	0	0	0	6	28	125	3166	650	335	129	126	240	34	48	75	147	91	33	481	1063	108	264	96	75	65	29	16	38	35	41	37	0	0	55	1285	19	0	0
f4613054344198bc1e10dc627d3a7b76	140	131	94	37	73	386	151	124	72	52	61	32	105	118	92	66	124	1244	255	225	300	169	107	204	865	319	312	218	131	78	825	174	185	122	127	49	80	225	75	208	322	139	55	177	71	82	47	142	0
66c9dc35a95ecf3c0b6a6349796787cd	100	62	85	75	275	29	63	56	367	104	939	42	742	64	83	45	878	58	76	51	29	131	267	29	57	116	82	59	168	503	139	62	117	195	880	259	58	62	59	116	436	428	0	0	620	134	67	23	0
e6d58389e29af3b9f7d299de7a72961c	144	126	287	41	103	37	77	115	55	159	239	25	175	30	166	137	436	184	106	470	60	95	863	113	161	117	72	147	96	123	102	200	50	118	84	91	36	703	424	57	29	107	0	119	292	1118	51	746	3
b0e44ba6a9644ea67528aefff03fac44	35	181	334	30	49	78	100	86	1162	32	52	24	26	60	226	35	84	191	114	151	48	1417	87	58	74	125	202	1698	0	0	86	98	64	56	385	18	0	0	77	0	61	227	0	127	1312	42	30	0	0
95f6f3155edcfe1f822d865ffc1f1baf	738	16	102	0	27	0	0	0	98	71	49	0	50	0	148	0	232	0	30	0	0	715	110	27	168	103	0	106	264	196	111	82	118	77	265	1226	146	1030	24	207	84	1169	65	795	417	133	31	32	5
e968b9ca233ba5912c7e4df61bfcb2db	76	42	263	166	47	31	259	314	37	41	69	27	40	21	1056	724	26	173	208	780	41	25	57	92	79	50	17	168	95	12	37	1175	112	131	0	0	0	35	1190	0	7	71	0	0	59	139	36	789	0
2d37c673efbcf5f8906fadeef496f1b7	163	82	223	99	250	114	364	1279	177	114	82	111	91	68	249	59	75	51	83	198	47	113	81	137	81	128	59	125	435	130	180	193	252	334	492	129	312	93	193	129	108	280	118	31	124	285	90	260	0
85b3ee6baf1d9f3eaa56c2240e7a052c	377	181	242	91	270	98	152	183	84	152	1372	62	1149	75	234	82	215	89	81	139	92	54	347	50	116	324	73	105	83	158	63	193	37	63	33	63	27	226	250	172	27	69	14	53	123	402	130	142	0
583ac76d186f3c66dd9c1e51cb800f8c	104	736	107	77	126	151	122	149	140	2220	99	55	79	155	132	28	114	134	62	85	94	117	1217	107	56	111	182	109	14	34	57	91	15	32	66	200	11	5	87	41	95	11	6	0	289	694	55	13	0
8e12190694f5c76bc2baed26f0e9db96	108	1200	559	0	43	137	165	219	0	0	120	0	0	147	160	0	47	393	151	229	183	64	0	54	44	62	258	206	106	92	708	352	513	486	214	57	90	78	244	112	348	270	0	0	157	97	74	31	0
39113e52c9ce11cd8f46d0c6b95470e1	77	115	224	21	69	64	105	180	262	26	89	23	56	58	265	43	193	374	307	1030	41	422	85	208	149	247	253	530	61	81	137	175	142	262	363	41	30	91	158	72	105	298	71	23	333	55	33	323	0
22f635368d72e1d11b8ed61ee66349b1	136	112	112	276	143	98	234	81	103	90	167	222	101	39	92	57	349	128	514	120	57	209	189	198	146	133	135	138	166	146	101	249	293	44	139	391	186	53	57	81	73	98	134	43	167	150	1181	46	3
4dad96572edf3da46beef7a8454c2e09	37	0	98	27	25	18	36	74	1031	0	19	22	21	0	125	10	29	35	31	68	19	1482	27	106	50	92	57	2486	25	12	0	109	0	0	175	59	76	0	20	11	14	180	36	0	1293	34	34	38	0
f28db57131aa1f3f82d2c210d1bc08c9	115	69	113	138	239	163	394	166	108	100	237	937	237	107	251	74	135	76	176	99	69	53	92	234	82	124	61	95	153	124	127	308	503	83	66	60	315	93	137	108	70	116	0	0	86	90	281	85	0
f655f847140a6fe14fee7593046d6b67	28	49	29	586	110	113	208	96	67	607	26	1349	54	59	95	71	120	50	272	43	22	72	246	111	306	94	44	69	216	121	82	70	422	62	43	290	155	256	0	50	48	201	0	137	80	150	217	0	0
707fa7d78dd9aa12811bcf09b541262f	67	192	69	85	56	303	57	52	0	0	48	0	55	2560	0	0	0	214	0	0	2932	0	0	0	0	0	126	0	43	0	202	0	0	0	0	45	0	0	44	0	123	0	0	0	65	58	0	25	0
ae5c7267ddcbfa75fa2bf6334049cb75	73	35	78	195	0	0	0	223	0	0	63	0	0	0	0	2399	42	34	50	332	18	39	73	22	59	59	27	64	280	0	0	66	0	93	0	0	0	0	2597	0	0	0	0	0	44	66	25	0	0
965c46a9dfc616eaade2240626dce56a	28	163	55	51	76	182	115	89	127	55	31	52	38	4277	145	0	5	106	0	0	1104	8	5	0	0	8	106	0	2	5	130	46	4	0	12	0	5	0	20	3	126	0	0	0	59	27	21	5	0
d6aec40045e5e100cb66d16933590cbf	64	162	37	694	97	180	86	63	94	123	170	44	145	58	46	72	348	120	167	68	31	81	550	101	445	94	111	45	175	172	62	50	59	32	189	79	109	258	33	67	110	0	587	179	246	211	144	23	0
a7ea8acb8bd6c9c3d5f81319a0b46138	16	11	16	45	134	94	420	130	105	63	23	2480	50	76	127	13	10	9	146	26	5	12	3	268	7	9	12	6	81	94	80	201	967	70	116	40	455	29	46	78	68	96	136	5	18	12	296	0	0
cb8a9f52e13e79d46b6d981546d3e96a	96	1089	502	9	47	68	154	95	22	16	111	127	16	63	100	12	23	221	114	114	95	69	15	59	20	34	122	111	90	80	514	266	714	573	132	93	94	49	133	47	174	211	20	14	93	69	81	17	0
a73add6622e806924122c89901b89bc4	25	28	159	0	30	99	135	24	22	80	34	80	17	26	145	16	34	101	238	57	35	58	141	99	47	44	58	191	138	88	247	134	219	91	144	482	212	103	19	127	123	510	1647	51	25	104	405	9	16
f9eecb6d87a14ced448964686e961a6a	145	31	42	11	24	34	62	211	78	14	24	16	39	15	121	42	118	456	392	1604	22	427	72	90	201	172	207	162	27	30	110	122	113	344	121	20	34	295	97	90	62	72	20	370	74	14	25	84	0
263e37d308e675c85fbe5be61bb12dd5	46	196	50	48	44	293	63	75	41	15	50	15	44	2304	57	0	0	153	0	0	2809	0	0	0	0	0	87	0	0	0	181	34	0	0	0	0	0	0	54	0	105	0	0	0	47	42	15	13	0
3271156e8095d9c7a8287118ad9e4311	22	51	71	184	52	84	172	66	51	142	29	268	36	34	96	65	37	112	193	91	22	56	293	150	153	87	66	122	229	87	169	120	209	85	121	1200	218	194	23	74	106	227	32	71	30	200	394	93	4
6a5101ce8567f94d02536af878f82446	56	52	52	827	70	61	44	60	55	91	67	21	193	34	82	54	55	83	32	43	39	62	175	61	503	96	53	90	235	76	212	37	81	83	138	854	52	915	24	108	84	238	4	84	77	144	11	49	0
2bab9ff8f93e9724d6f1b3d4ad8b9c06	74	135	86	23	0	69	0	0	0	0	57	0	81	141	65	0	0	62	0	0	267	0	43	0	30	295	148	77	249	76	225	22	58	81	116	731	33	41	0	157	2007	1191	0	0	0	55	0	0	0
c9158dbfe9887a5af6a4b86215e2554a	29	321	79	63	171	413	108	133	93	34	145	44	40	382	112	65	343	326	125	202	133	177	79	77	124	114	1159	187	52	108	220	67	29	45	74	6	11	9	95	0	300	6	0	0	243	44	28	40	0
81dd76bb24a61b4e3707833b105f43e2	6	16	107	29	11	12	18	0	9	249	23	24	6	0	103	17	31	7	10	12	7	14	356	10	22	12	9	88	212	227	213	17	145	114	243	2762	126	193	10	140	130	414	6	8	21	332	18	0	0
592b0597950a2ad4a9d7b3fceaccbc1e	152	125	236	35	76	41	130	93	35	76	276	56	239	24	135	81	178	117	316	204	63	60	369	140	126	186	76	136	54	83	55	228	107	76	36	75	86	193	213	105	27	96	0	144	109	249	536	246	7
32b3940d1f07b4065f7bcd17db931d72	0	76	0	4	6	325	10	2	6	8	0	62	3	56	5	16	33	140	40	58	21	37	47	3354	36	63	1932	54	0	0	50	0	0	0	0	0	79	0	0	0	62	0	0	0	0	0	45	0	0
1e7a44ad9a988336d37af344f7a482f3	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	21	44	126	69	75	0	74	5178	28	28	67	99	78	0	0	0	0	0	0	23	133	0	0	0	0	0	0	0	0	0	260	0	0	0
62cbdecc137fc8ac749ac01bdfb8ebcb	55	589	321	0	47	96	91	91	543	0	46	0	0	75	137	0	37	184	85	150	84	664	43	68	0	71	145	699	0	44	205	134	144	122	243	0	26	0	95	0	115	143	21	0	651	38	0	0	0
7c21046911a22a4b7c4d5d5844357204	207	125	132	32	105	58	140	62	137	22	185	40	49	25	100	112	410	216	251	128	81	462	149	102	58	204	203	206	52	102	69	211	100	43	126	15	59	33	182	50	38	121	4	25	436	120	385	54	0
a0cce9d8fd697b8f9793b1a9103bd600	39	39	175	162	46	40	40	48	25	140	42	90	33	31	145	61	49	47	42	30	23	36	217	82	155	62	41	159	313	136	209	64	137	104	203	1009	174	248	27	118	125	428	100	97	58	262	123	11	3
0b6ff7a52c4c5fa83bebe6639d95d896	176	82	182	75	146	128	239	152	83	45	208	41	931	89	458	0	37	0	58	0	52	0	0	9	107	178	0	115	42	48	59	423	84	41	29	16	18	288	76	92	42	135	11	705	59	63	34	25	0
278bc34a317a967fbe4a2a41cea87993	36	30	170	14	0	29	58	26	727	0	22	20	34	11	216	20	46	43	64	58	0	922	51	263	63	182	72	1253	28	0	18	91	25	21	158	0	27	0	17	20	38	274	0	0	658	28	22	13	0
dbfdce2f27fe9dd0441fc8dcacdab45f	176	52	90	268	85	121	91	96	124	165	57	199	72	34	89	68	49	79	95	46	37	119	92	139	109	89	30	65	150	36	77	111	149	27	102	139	122	156	28	45	26	70	35	12	109	103	1466	9	0
ac25935f35dca349a7aa0f88a58d62cc	96	992	436	0	56	63	95	69	0	0	75	0	0	72	76	0	21	208	118	125	117	0	0	0	0	26	126	125	65	77	444	212	456	546	82	17	42	37	114	66	175	156	0	0	83	51	63	0	0
8a6b6a539c8cf6cfa5b3ddcda931373e	94	137	435	0	13	17	11	15	0	143	78	8	0	17	116	21	48	63	38	49	57	45	516	84	70	81	64	208	123	81	151	96	100	70	130	863	98	98	66	94	92	317	0	56	77	407	54	18	0
782aa682650e185ef8f4cdb9bc59389b	63	761	363	8	30	79	122	137	19	0	76	8	0	74	81	0	25	263	102	150	98	25	19	21	0	23	144	93	84	47	452	201	341	333	96	37	42	35	158	61	254	210	0	12	120	77	45	11	0
a2e42d302107c6395b1cd697bbe9d95f	71	42	66	52	123	0	0	58	191	0	375	0	233	0	66	0	419	28	18	61	9	98	63	33	50	57	44	39	127	263	93	53	73	129	605	394	74	65	38	73	288	545	0	0	305	86	20	0	0
ad553604f401371ad53a520a7d516926	38	31	31	176	142	1753	205	135	117	101	36	62	115	118	163	48	54	365	58	33	183	27	39	28	43	101	42	49	102	32	390	41	34	10	24	60	21	16	27	34	20	17	34	0	25	36	84	14	0
a41ae9799d99419e5830e4d572bc11e0	44	143	0	0	38	229	46	66	0	0	39	0	0	1955	68	0	0	153	0	0	2323	0	0	0	0	0	70	0	0	0	165	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
6d86a2f250174ad704213c1b75e42386	24	61	36	109	102	282	129	82	51	69	49	523	54	97	104	48	173	117	143	55	42	59	89	93	126	66	205	61	100	77	173	94	249	35	79	247	149	61	15	62	124	128	127	16	54	48	223	8	0
4954d811e116fe0c5b58b415bf56a30c	36	67	86	17	109	20	12	0	49	70	145	0	0	16	40	27	741	33	44	45	35	83	242	53	82	66	33	85	125	166	78	34	50	45	118	1041	37	172	25	54	50	272	0	59	311	154	69	20	0
700f3d9a8741d19e1e1060c7e85f20d2	23	33	33	0	0	105	45	0	34	36	27	0	0	0	0	0	49	1726	333	231	82	151	143	23	34	64	92	86	15	0	636	71	160	55	38	33	0	0	0	0	16	23	0	0	63	652	0	0	0
31fd81aa49a3c737ef877433f61bd7af	45	1008	45	0	0	10	0	0	0	153	33	4	0	58	0	54	49	72	46	130	25	49	1910	40	83	61	136	38	5	0	23	52	0	0	0	109	0	0	73	0	71	0	0	0	31	494	24	0	0
a5309067901a465762a0a22c7e50c713	67	15	0	0	163	0	22	30	150	0	394	43	339	0	0	0	526	0	0	0	0	72	49	0	0	54	0	0	0	208	0	0	0	0	64	0	214	0	0	48	0	0	2010	85	270	51	36	0	0
6c6eb3537b999fd89a9bb735bf83b197	0	13	7	54	0	8	20	57	0	0	4	0	3	75	7	1112	20	430	338	1837	20	46	26	94	21	33	27	32	88	7	72	6	63	183	7	0	0	0	67	3	3	0	2	0	14	0	5	44	0
010444f0be916f030f6992a7194aa7db	0	0	0	2298	62	22	60	44	35	47	0	36	29	0	34	105	0	23	0	29	0	0	90	0	1337	0	0	0	261	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	22	0	0	0
80e92fc693c71e499ab6d9b0ecfb7b03	79	97	89	60	27	104	68	65	30	17	97	41	13	58	23	81	74	266	227	454	396	53	99	66	84	84	92	80	78	26	214	136	57	90	27	53	32	58	116	20	32	33	37	14	58	110	313	129	0
