ID	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S5	S51	S52	S53	S54	S55	S6	S7	S8	S9	S56
d51541193cf747733eba9f32d176b850	16	38	38	23	10	25	25	41	10	9	24	7	34	34	40	26	10	19	17	29	31	15	16	4	21	27	14	22	25	9	22	50	15	17	8	3	5	13	49	11	15	10	0	26	15	28	10	31	0
2b5a0498b71fdfbf76cbf2ae97386776	0	0	0	34	220	48	137	56	45	34	43	30	27	48	63	0	59	0	66	0	0	0	0	0	0	0	0	0	0	66	0	33	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11c0776e4559a7aafb3e87bb3ff70a4a	41	41	404	0	0	0	0	0	0	0	40	0	0	0	64	0	0	0	0	0	34	0	0	0	0	0	0	93	0	0	0	43	0	0	0	0	0	0	33	0	0	84	0	0	33	69	23	5	0
b27a56fb5160b3ab86ad25a2b6bf9833	29	25	23	10	12	0	13	32	0	0	19	11	7	8	14	9	0	21	14	38	23	15	23	129	16	19	16	0	14	13	19	34	13	23	0	0	17	8	71	11	12	20	14	59	26	33	19	20	0
610b083d5fef9c9d1624ac9da5a68280	11	6	10	65	0	0	0	12	0	0	7	0	0	0	0	316	20	29	18	40	0	16	20	20	20	27	25	29	124	0	0	9	0	0	0	0	0	0	38	0	0	0	0	0	7	13	0	0	0
8198bb8be050026d6aa04fd085fc7b29	0	0	26	0	9	20	24	36	96	0	0	23	0	0	60	0	31	19	23	21	0	115	20	9	17	32	28	115	0	0	8	33	19	0	52	0	0	0	14	21	9	40	0	0	65	7	0	0	0
0c1154d7cfc1eb50cac81bb54f085dc6	0	12	0	0	14	0	0	0	12	13	40	9	0	0	0	0	73	15	29	32	16	16	53	41	54	25	12	24	16	39	15	32	13	15	0	20	16	97	21	11	0	12	0	38	31	27	61	22	0
217660f24a3cd0c502c2529c8b675845	14	110	59	0	18	16	21	26	0	0	29	0	0	22	11	0	0	39	0	18	27	0	0	0	0	0	34	14	30	21	57	46	54	48	24	17	0	12	40	17	35	25	8	0	40	25	16	7	0
0b34d79284bdc8ac29bf8f0f9d9854ee	0	0	23	6	5	7	13	15	35	0	3	5	0	0	293	14	0	42	47	204	4	42	5	5	8	7	0	55	0	0	6	40	11	26	0	0	0	0	10	0	0	10	0	0	22	0	0	17	0
216dbffa7c7122ab90e2d7e26e4f5cd5	21	40	445	0	0	0	0	7	0	0	34	0	0	3	58	0	0	0	0	0	24	2	7	0	0	0	2	72	0	0	6	36	0	4	0	0	0	0	28	2	0	66	2	0	25	30	26	6	0
ea776dc03f3d173be40feaf76d025c2f	0	0	0	13	73	15	36	29	252	11	20	17	16	17	27	0	20	0	0	0	0	92	0	0	0	0	0	0	5	71	6	0	8	6	95	0	10	0	0	0	0	7	48	0	78	0	0	0	0
091d7ae2141b28bc3cfc15afbcba5b09	16	18	25	0	20	8	15	14	54	0	19	0	4	11	47	9	16	17	11	14	10	79	12	45	10	21	7	79	10	13	11	26	10	7	43	0	10	5	13	0	10	35	64	19	66	15	4	4	0
29892a6c03eb1e8e4272c9c6be5f76da	34	7	15	17	15	17	13	12	10	7	8	0	11	8	21	8	25	25	19	24	0	22	9	69	23	43	15	30	35	11	38	17	24	13	26	9	20	11	11	22	12	29	29	13	11	20	16	42	0
0f8c83873c21a82ce90506e118c9cc3d	18	37	0	0	29	11	0	0	12	42	34	0	0	14	0	10	61	25	26	29	7	27	201	27	21	36	43	44	0	32	0	15	0	0	0	19	0	0	13	0	13	0	0	0	35	54	11	0	0
3ae9ae59aa141839facb7ca0179cea26	18	11	35	7	11	11	28	23	17	9	9	14	12	0	41	5	13	19	18	15	21	29	14	83	22	45	12	52	14	0	27	18	24	4	24	6	14	10	0	12	12	49	5	19	23	17	11	26	0
f62ecaee1eab45e5e12ec3e65b7d5fff	17	0	0	0	0	0	0	94	0	0	0	0	0	0	0	139	0	0	0	89	0	0	0	0	0	0	0	0	39	0	0	0	0	28	0	0	0	0	410	0	0	0	0	0	0	48	0	0	0
7bec2f3a79dd9784cc22a6525d52a436	20	16	19	18	0	30	0	45	17	18	0	21	11	0	0	0	16	35	0	28	0	37	0	0	0	15	16	0	28	19	41	0	29	34	68	19	47	18	16	21	26	37	0	0	21	19	15	36	14
83755c68a00a6b8ecc98428e1c6b42f5	0	0	49	0	0	0	0	24	72	0	0	0	0	0	42	0	16	36	33	35	0	110	0	43	0	36	49	113	0	0	0	18	0	0	77	0	0	0	0	25	0	60	0	31	73	0	0	0	0
ecfc2f2fef8b4b45d4878aa5d23babc6	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	16	21	0	0	0	18	0	749	0	19	0	25	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	31	0	0
865ac5ac015a84731763b65956ebb67a	10	7	180	0	0	4	6	23	0	0	9	0	0	0	15	0	0	37	20	175	8	9	12	0	16	12	4	29	0	0	13	12	7	26	0	0	0	8	31	0	0	25	0	0	0	9	4	212	0
8e5727223558c9b3261b4a0de431b464	24	31	21	0	13	39	24	22	0	19	19	0	23	0	0	0	15	54	0	37	27	0	0	0	14	30	18	22	30	11	51	15	15	24	21	8	0	0	26	26	21	0	33	124	20	13	12	0	0
b2dd12ce10b4105dd34b3fcd09551532	58	8	13	7	7	0	10	13	0	7	5	0	34	5	0	0	0	17	7	14	6	0	16	50	9	60	12	13	31	7	17	13	12	13	4	16	13	13	20	59	9	7	38	187	5	12	5	39	0
5205325b0c3514717930c7986ba014c1	21	29	44	5	12	0	12	13	8	10	25	6	13	9	19	9	10	19	22	33	14	0	63	20	27	13	14	22	8	15	10	28	21	7	5	13	14	21	19	11	5	21	0	34	5	49	54	57	0
28df2315e2eaf2a5353d0e7008d52338	34	30	119	0	0	10	0	11	0	26	25	0	0	0	42	0	13	20	8	23	19	0	90	13	18	18	18	71	0	0	0	30	0	10	0	15	0	0	27	0	10	34	0	5	22	80	17	29	0
1a29b191f6660724c9ec817ef64b1da1	23	121	70	0	0	0	32	38	0	0	15	0	0	0	19	0	0	48	18	34	27	0	0	0	0	0	41	0	0	14	71	45	64	39	21	0	0	0	29	0	52	38	0	0	20	13	0	0	0
5af1e546dafef0520422b35212617bbb	0	0	0	0	0	0	6	44	0	0	0	0	0	0	0	15	22	80	45	303	0	29	24	44	25	31	22	36	0	0	15	11	8	55	7	0	0	4	36	0	0	13	0	0	0	0	0	23	0
ae479e7622f3929e653e3352778d3267	60	0	11	24	0	18	0	0	0	0	0	0	45	0	0	0	17	38	0	0	0	21	0	72	29	67	18	0	43	0	35	20	0	0	0	0	24	0	10	77	0	31	59	114	0	0	0	63	0
84dc45d16014f23c2e8a7eeb021e2617	0	20	0	0	26	217	0	0	0	0	52	0	58	38	0	0	0	19	0	0	82	0	27	0	0	26	128	0	0	0	47	0	0	0	0	0	21	0	0	50	18	0	54	0	0	13	0	0	0
b6e1905f26aba49840cd477c9dac490d	0	0	0	44	0	0	0	67	0	585	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
d819d249f8cd5598f4be6a05b272d11d	11	11	23	10	16	41	20	7	15	159	9	22	6	6	17	0	13	12	6	0	9	0	74	8	0	0	10	0	0	12	13	11	17	0	0	14	11	10	6	0	0	13	184	10	7	34	10	0	0
28d51d655687ddca14f4ceeccedb46b9	38	16	0	0	0	48	15	13	0	0	0	0	15	0	0	14	26	63	25	37	17	0	22	28	33	31	29	26	18	19	83	0	25	0	0	15	0	30	0	45	41	24	0	67	0	0	0	0	0
0354a11c53bc471f75413ed4a76d63c9	19	19	34	0	8	0	14	6	0	22	39	0	26	0	0	0	8	15	14	23	0	19	75	0	25	24	19	14	11	21	11	17	0	14	0	23	10	81	19	14	26	16	0	30	12	81	0	31	0
161ad0b67376354af8cf31479bedb9f5	11	29	22	11	16	0	24	20	18	0	18	0	12	0	29	0	10	17	0	18	14	37	5	27	11	20	25	32	12	11	20	23	13	14	24	0	17	0	18	0	18	24	29	15	30	13	0	11	17
480f94e7cd7d27528653934dbfcc7173	12	19	12	3	14	0	9	3	4	14	58	4	29	5	20	8	29	0	10	7	6	3	81	36	6	16	5	6	20	22	4	19	6	3	11	97	9	52	5	10	6	19	0	47	14	31	18	12	0
fff2516297b03f011c0eda51bfba5b10	0	0	27	0	0	0	0	0	0	24	15	0	0	0	0	0	0	24	0	0	0	23	300	26	0	20	18	40	0	0	0	20	10	0	0	25	28	0	0	0	0	20	91	0	17	84	0	0	0
81058de681d4d8be740aaccdada6ba10	0	0	22	0	29	12	32	19	63	0	0	0	0	12	43	0	29	30	20	31	0	94	16	0	25	35	31	76	0	0	0	0	19	0	58	0	0	0	14	0	0	22	0	0	69	9	17	0	0
e81fecfec6c60190d47d15fddcb85c63	36	0	69	0	36	0	0	21	0	0	44	0	0	0	0	0	119	0	0	38	0	46	0	37	0	0	0	0	0	54	0	28	0	0	62	0	0	35	0	0	40	39	14	0	48	0	13	26	0
604848575dafc4c3fc6fe7dec1431276	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	81	0	34	0	201	0	0	0	0	0	0	0	0	175	0	40	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
fcb51a5b64a82320d0305e737083fc62	0	0	0	0	21	0	0	53	0	0	0	0	34	0	0	0	37	26	0	40	18	12	0	0	0	33	38	19	40	0	59	0	65	0	70	0	41	0	18	21	0	0	30	0	38	0	0	0	48
c0aa09323453cd5da394b80701380325	0	37	17	13	162	16	152	47	0	0	60	0	0	46	46	0	55	0	21	0	0	0	0	0	0	0	0	0	0	48	24	46	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e4d07945597861344d6f28e5617a6b0f	0	0	0	30	160	37	139	39	33	27	65	22	23	41	46	0	40	0	16	0	0	0	0	0	0	0	0	0	0	56	0	24	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f89352000d6d6d07e6f876e2a5627a8e	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	250	38	50	66	0	0	0	143	0	47	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10694a76e9e2d9758ec3fc69052789df	9	12	27	0	28	0	23	12	12	27	16	31	0	7	22	0	0	23	21	0	15	15	44	50	22	34	22	30	12	7	0	16	14	11	8	0	30	0	16	11	0	28	60	6	0	25	36	12	0
49d8c12a853d5562ed7bf9c7ee104e38	29	32	248	0	0	0	0	0	0	0	44	0	0	0	71	0	0	0	0	0	28	0	11	0	0	0	0	61	0	0	10	42	0	0	0	0	0	0	28	0	0	61	0	0	25	38	26	11	0
1faf65029d080d649a11c6ddbf9c3a42	0	28	45	0	0	13	0	0	0	17	19	0	0	0	39	0	0	30	22	25	0	0	56	0	36	0	48	49	11	11	17	29	0	15	19	19	8	36	20	11	0	40	0	10	14	56	0	61	0
ebfd87d5897f16f2594015ba5d10d393	28	9	0	14	4	9	11	13	9	0	5	8	27	0	6	0	5	13	0	5	7	0	0	28	25	42	19	13	26	6	16	6	0	0	12	7	15	12	3	157	8	13	27	127	3	0	5	22	0
4fbcf9bbb4b9a8d90061f32ebf1a96b3	0	0	19	0	0	0	0	20	0	0	0	0	0	0	0	0	0	40	25	119	0	32	0	16	64	0	25	24	0	0	0	15	0	33	0	0	0	21	13	0	0	0	0	0	0	0	0	321	0
649fce3ab45f26d5614173a7de9bb5ba	31	17	81	0	9	5	13	16	9	43	14	0	9	5	49	5	7	10	15	33	17	11	29	9	13	7	0	57	5	5	7	34	5	8	0	0	0	0	29	0	0	34	0	0	23	48	21	21	0
d824072cf3244bb1d730fe2e2589b8f1	0	32	0	0	43	0	0	0	0	0	0	58	0	22	0	0	115	0	0	31	0	34	156	0	0	0	42	0	0	32	21	0	37	0	0	19	29	0	0	0	13	0	0	11	0	63	24	0	0
f2b99b40184c884cb746abbdea561f10	0	0	0	20	74	37	112	71	44	27	23	20	0	33	42	0	30	0	34	32	0	0	0	0	0	0	0	0	0	26	0	45	52	0	0	0	0	0	29	0	0	0	27	0	0	0	0	0	0
300aba8b7429f14770050f1d1efdcedf	29	0	5	4	0	0	0	7	0	0	6	14	25	0	9	0	12	15	0	0	0	0	0	35	10	34	0	0	29	13	16	14	13	9	0	12	29	14	0	164	0	8	18	184	4	10	0	14	0
1bbf468463bd75c98340e602e25eeb5f	22	60	39	0	0	0	15	0	0	34	0	14	0	0	0	10	27	19	30	0	0	11	136	0	0	19	17	0	0	0	0	20	13	0	16	17	11	17	15	0	12	0	0	0	19	50	112	0	0
236cfa06d30fee52fcfa9bb729e9e469	15	0	52	0	0	6	22	0	19	7	0	7	11	0	78	8	0	0	21	8	9	28	0	8	10	72	0	82	9	0	14	75	17	0	23	0	0	0	5	10	7	73	0	0	32	17	0	8	0
ad146820ab26d7a9701b734b6088db28	11	166	50	0	0	0	14	0	0	0	0	0	0	0	0	0	0	37	21	0	17	0	0	0	0	0	23	24	0	0	74	26	70	114	0	0	0	0	18	13	34	28	0	0	22	0	0	0	0
2979e6f20b0205ebf62a9cefef82f1bc	0	0	20	19	0	0	0	0	0	31	0	38	0	0	32	13	0	0	30	0	0	14	0	46	27	0	0	0	0	0	0	46	0	77	57	0	32	0	0	0	37	70	0	17	0	30	31	37	0
21d8a86524f16ba54a43f81f4153a542	15	6	39	0	12	18	33	12	39	7	9	0	15	10	35	5	6	11	17	7	9	56	16	0	13	19	20	46	7	0	15	30	11	5	48	4	10	7	12	10	12	44	0	0	39	17	10	0	0
5e1a787fb85bfd860c224183a45b1b89	7	8	30	0	46	0	0	0	0	6	55	0	0	0	0	10	134	22	19	28	9	22	51	20	34	20	23	32	0	42	17	23	0	0	8	0	0	24	0	0	0	3	0	9	30	22	0	0	0
47be062c82d2ff526038145d04734f4e	0	0	29	0	0	0	0	24	71	0	0	0	24	8	36	0	0	31	12	24	0	73	23	13	18	24	36	101	14	0	0	0	0	0	42	0	0	0	14	0	0	26	12	0	60	19	0	0	0
e2c2aa5eb177b412ecf8655d00f188b7	27	20	50	21	9	0	20	32	0	6	0	10	12	12	22	0	10	0	22	19	0	0	0	76	0	33	0	0	15	0	0	37	23	13	17	0	13	10	12	17	0	16	43	21	0	18	11	27	3
ace81ecd6ccd25ef540b6e9c5333d616	0	212	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	41	95	46	80	63	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0
26a072defee3d1900a7531003e607e18	0	0	0	0	7	12	26	8	12	16	7	58	0	6	11	0	16	15	23	11	0	18	65	39	12	19	26	15	6	8	23	38	58	0	20	14	27	7	0	13	10	10	12	9	0	19	42	0	0
0ce7a11e2dbda27e4ae21e6a7490a61f	11	27	23	0	0	0	5	8	0	43	7	0	0	6	5	10	19	29	20	25	0	13	179	20	22	31	23	22	0	0	7	15	0	0	0	31	0	0	10	0	8	0	0	0	9	85	0	14	0
707bcb836d3bae8ba2532161d1062877	29	34	140	0	19	0	15	0	0	0	35	0	0	0	48	0	0	0	0	12	17	0	0	0	0	13	0	58	10	13	22	32	16	0	0	0	0	0	24	16	0	63	0	0	38	32	0	23	0
9068d596faf8a832190a0621a278ef31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	61	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
24199c82126d01a61c2514faa3461069	0	12	31	0	0	11	20	0	81	0	0	0	0	11	37	0	15	21	11	0	0	81	8	0	17	32	16	108	0	0	6	31	7	0	29	0	0	0	0	0	8	51	0	0	78	0	0	8	0
af4bfa2affb20b96c3376bb7002e4d28	29	20	61	0	10	0	18	34	0	15	20	0	0	0	25	0	16	33	15	48	0	0	53	0	21	17	10	28	0	0	11	32	0	17	0	0	0	0	31	0	0	24	0	0	18	42	17	61	0
8600b98cfe2d63c6a85776fbdaad3f7b	6	6	10	15	10	9	19	13	31	10	7	0	9	7	17	0	0	0	12	12	9	22	18	56	9	13	7	20	22	4	15	13	8	0	15	0	7	6	9	0	0	0	100	26	16	20	0	11	0
b60412be219275149109c67942df95e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	136	0	0	0	0	41
eec779c541acca196e38ca4de2f0f14e	24	43	46	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	45	178	42	31	0
11cc1567bef439dba27baba6ffd6eb20	0	148	57	0	0	13	0	0	0	0	0	0	0	0	0	0	0	32	0	30	13	0	0	0	0	0	31	0	0	28	71	36	42	50	16	0	0	0	31	15	35	33	0	0	0	19	0	0	0
c987039ecef5d27c29982ae7490d1f39	16	10	14	14	18	0	23	38	14	5	12	14	6	0	18	6	9	0	0	0	0	26	0	0	0	12	0	0	19	14	30	9	15	21	46	15	25	0	13	14	0	25	8	8	20	14	12	19	10
4c3a0ab57b589c46e46ca0b0d750ee2d	31	32	168	0	0	0	0	0	0	0	23	0	0	0	55	0	8	0	0	16	18	0	9	4	5	5	6	45	0	0	0	36	4	0	0	0	0	0	41	0	0	48	0	0	23	32	22	56	0
24c8bb86bdd71998ef96cf094c258699	24	31	202	0	0	0	0	0	0	0	36	0	0	0	64	0	0	0	0	0	25	0	0	12	0	0	0	63	0	0	10	32	0	0	0	0	0	0	23	0	0	63	0	0	48	30	16	0	0
d112cd9dee87f25238073f4660567c07	7	26	15	0	18	75	0	12	8	31	16	13	8	14	11	7	16	36	7	11	14	7	96	15	14	16	26	18	0	0	49	13	0	0	0	13	0	4	7	0	7	0	0	0	0	44	0	8	0
659c288e74bd75dc6406835744c8f0a9	13	7	37	12	0	9	0	0	59	0	7	5	0	0	27	0	16	21	15	20	0	109	14	8	19	13	21	110	0	0	0	11	0	0	36	0	0	0	0	0	0	39	0	0	63	0	0	0	0
a81b3a60080f844ab286153429c1d360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	26	0	0	0	8	7	15	0	10	4	6	5	6	52	0	4	10	11	13	436	0	0	0	13	7
8039652dbc85c1e856a6bbf9c616a26e	13	37	64	0	0	0	0	16	0	0	20	0	0	17	25	0	0	16	13	40	18	10	20	32	15	22	53	41	0	0	0	27	0	17	0	0	0	0	35	0	26	26	8	0	28	24	0	7	0
7608167576241318faa863d3151addf1	0	10	0	8	190	30	141	36	21	12	46	12	18	11	22	0	36	0	13	0	0	0	0	0	0	0	0	0	0	38	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77be4138e63afacfe652a822dd16a4dd	0	0	0	29	0	0	0	0	0	64	0	0	0	0	0	28	0	0	0	0	54	0	33	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	87	0	0	0	0	0	46	69	0	45	0
ed52fefa2686f1dfc3a33029aeaadc59	0	0	0	179	0	67	56	21	88	103	0	59	44	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7143f3eb05722287cb996978d8a88da	0	0	40	0	0	0	0	0	112	0	0	0	0	0	0	0	0	22	0	0	0	156	0	0	0	0	21	170	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	123	0	0	0	0
3e955f27e1fd217a6b1121be8b8da26e	0	46	26	0	15	30	11	0	0	8	0	0	8	110	9	0	0	0	0	0	275	0	0	0	0	0	21	0	0	0	51	16	0	0	0	0	0	0	0	0	16	0	0	0	14	0	12	0	0
582ff00ee8429007fab0da0efc1568e7	0	182	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	102	0	102	123	0	0	0	0	0	0	46	0	0	0	0	16	0	0	0
423277badfa2b7ee14986a6599c97710	0	134	69	0	0	12	18	18	0	0	11	0	0	0	0	0	0	24	0	26	17	0	0	0	0	0	22	16	0	0	52	30	46	32	19	0	0	0	23	0	33	30	0	0	31	0	0	0	0
139548dd9df11e379e118d2bf0999f9a	0	0	13	0	0	0	0	0	0	13	0	0	0	0	15	0	0	0	0	0	0	0	24	0	5	0	0	13	29	0	21	0	0	7	10	345	0	0	0	12	21	116	0	0	0	19	0	0	0
df79efc2f1db0d21afa5a3187db42b45	32	15	0	13	29	0	9	14	84	13	34	9	21	0	8	15	16	0	0	0	0	50	27	0	0	25	0	0	8	57	9	0	0	0	62	12	0	0	0	14	0	11	12	0	44	0	11	0	0
95ea20abca5f414d0632fd73c1a85271	46	0	0	0	39	0	0	23	0	0	160	11	222	0	17	0	0	0	0	0	15	0	0	0	0	32	0	0	0	25	0	0	0	0	0	0	0	0	0	34	0	0	0	0	36	0	0	0	0
950b0e54855f2cfd91af744a1b0b2121	0	0	16	0	10	0	17	46	28	0	25	23	0	0	0	0	0	0	0	31	0	21	0	0	0	0	0	0	43	0	48	0	27	0	99	22	50	23	0	0	0	36	0	0	20	0	0	34	0
1806e96211c916d34d7d784168def5cd	0	75	92	0	0	0	0	0	0	0	0	0	0	0	0	17	0	21	0	0	0	0	213	41	0	0	34	43	0	0	0	0	0	0	0	13	0	0	0	0	0	34	0	0	0	68	0	0	0
bf55589b088f41e94965a1af6f9c986a	0	0	0	0	0	0	0	7	0	0	0	22	0	0	0	0	11	16	12	0	0	8	8	464	8	0	11	17	0	0	0	6	0	0	0	0	21	0	0	0	0	0	0	0	0	7	22	0	0
1e3256c406e5762fb99fd88cb6d90d25	18	0	0	0	0	0	24	41	17	0	21	37	0	0	14	11	0	11	24	14	0	26	13	0	0	16	17	19	17	0	18	31	47	15	14	0	28	0	35	0	0	18	0	0	21	22	30	0	0
e2c26712efbe5eea94d2f22b9843d067	23	14	48	0	0	0	34	31	19	0	21	0	26	0	39	0	8	21	0	22	10	0	0	28	12	0	13	42	18	0	0	25	18	12	0	0	0	0	20	0	0	28	12	0	24	32	13	0	0
3f197817ac873f814e6bc07a80143eea	0	8	10	0	0	41	10	7	0	7	0	10	0	14	11	13	12	76	20	18	31	8	16	8	61	21	14	21	21	12	64	18	13	0	8	0	0	20	0	11	18	10	0	0	0	0	0	0	0
b522524c25d343a5a916b6b0734d72c5	23	16	267	0	0	0	0	0	0	0	28	0	0	0	46	0	0	0	0	11	0	0	0	0	0	0	0	52	0	0	0	31	0	0	0	0	0	0	27	0	0	49	0	0	0	19	0	37	0
36905c8a71cfacdca62b2d4e087220a8	5	13	23	5	12	13	11	0	36	8	13	0	12	7	32	8	11	23	15	8	6	44	12	19	13	20	0	55	0	0	0	20	0	0	27	8	0	0	0	4	0	27	22	17	27	22	7	0	0
b8edc69fd3d0ad203fdc49ce58660bde	11	72	23	0	0	16	15	16	0	0	0	0	0	12	17	0	0	29	11	18	18	0	0	0	0	0	23	19	8	9	51	34	29	19	17	6	10	10	28	11	22	20	0	0	26	14	12	0	0
884cb66bdc55de69482e976a2c60fe6b	0	0	0	171	0	0	0	0	0	0	68	0	78	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	75	0	0	0	0	0
81a537585bef557999535b2bc474bd30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	29	67	27	46	0	27	57	22	61	26	154	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6c9997e6d5c0f9317429b8706933d619	0	117	51	0	0	0	11	5	0	0	9	0	0	0	7	0	5	38	10	16	15	0	0	0	0	0	0	10	6	11	49	25	62	75	21	0	0	5	0	0	20	20	0	0	11	0	12	0	0
4a3fc2d682180f09a9d5fbfd37797aca	15	23	29	22	0	0	15	28	0	8	13	0	0	0	24	26	0	10	13	35	0	0	8	6	7	0	0	13	33	0	0	47	12	17	0	0	5	0	72	0	0	10	0	0	18	22	13	38	0
f7e0796a977e192841dd3767614de071	17	10	0	15	0	0	0	15	0	0	0	0	18	0	0	12	0	0	0	15	0	0	0	43	14	32	14	0	22	0	0	8	0	16	26	0	9	0	0	75	0	14	42	153	0	0	0	9	0
acc8ff18328827d17c0bad4370c7ad01	16	8	21	5	8	12	6	18	0	9	5	0	6	3	5	0	6	44	10	15	9	11	7	14	23	19	11	7	10	5	37	31	19	10	4	13	10	5	5	10	6	19	45	7	9	39	4	10	0
95e637a5432642e5d9fff0c9214bc797	7	0	0	30	0	9	8	5	6	5	0	0	5	0	0	18	0	0	0	0	0	0	0	0	4	0	0	0	46	0	0	6	0	0	0	0	0	0	0	3	0	0	335	7	5	6	4	0	0
fa486bb0daa0f6496fd28f850547e144	19	11	30	24	11	0	14	0	0	16	50	0	39	9	0	0	10	0	19	30	11	0	24	14	0	22	0	17	0	13	13	21	9	10	0	0	0	0	31	17	0	0	0	0	12	20	30	35	0
510dd7dce2814112ec0ae2be4278703c	0	0	35	0	0	0	0	50	47	0	0	0	0	40	34	0	30	52	0	0	0	58	0	0	0	0	33	78	0	0	0	0	0	0	56	0	0	0	0	0	0	26	14	0	47	0	0	0	0
08f28f13a4e20767bb3e6f73e7ff46ac	0	0	9	0	0	0	0	0	0	8	0	0	0	0	11	0	0	0	0	0	0	0	16	0	0	0	0	15	43	34	39	0	19	17	18	180	26	21	0	30	21	73	0	0	0	20	0	0	0
e2001ae0498721981a969ab237296056	14	7	8	0	0	8	6	10	5	0	8	0	16	0	0	8	4	21	11	11	13	11	7	29	12	34	0	0	27	0	11	0	7	9	0	14	12	7	0	80	0	0	31	95	0	26	0	8	0
f1541a9a5609a639ed75dbf0d7b05bd0	12	17	26	0	16	0	0	0	80	0	0	0	8	0	49	0	23	0	0	28	0	63	0	0	34	36	25	58	0	0	0	0	0	0	59	0	0	0	8	0	0	0	0	0	55	0	0	0	0
97473017999cdd8fde410dcf49154de6	60	13	0	5	33	27	29	28	15	8	34	15	128	18	28	0	8	0	0	0	0	0	0	0	0	68	0	0	0	19	0	8	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0
c722fd5af493950e5d7c269cc7b1ef79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0
a680a53e22876fe4b217cf735629da80	12	0	0	27	0	11	23	14	0	0	0	8	0	0	0	0	18	31	29	0	0	9	0	20	50	45	0	22	33	15	0	17	29	0	0	0	0	0	15	22	17	0	47	19	0	0	26	0	0
26bad0ae1a6cf370175b61779efa5724	52	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	18	16	30	0	16	16	21	21	14	19	0	234	15	28	0	0	0	0	0	0	0
6fc6bc5c48e67db86656937189539132	25	6	176	4	0	0	8	12	0	0	13	0	0	0	29	7	5	7	0	11	9	0	0	0	0	0	0	42	9	0	4	28	5	8	0	0	0	0	34	0	0	43	0	0	0	43	10	4	0
ca49cb04ffa23c26d521eb96110d7fe7	0	0	10	0	0	0	40	0	0	0	5	6	0	0	0	13	13	25	106	27	0	9	20	21	29	21	24	21	0	0	0	42	38	0	0	0	0	0	0	0	0	0	0	21	0	0	73	15	0
3edec09c6910a361bd054978c35cb3ad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	31	50	20	48	0	8	53	17	52	28	167	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
