EC,I2,Q_test,model_p,Coefficient,C.lower,C.upper
EC:1.1.1.29,24.7234544181187,0.335375798415822,0.0702984194945097,0.184998549769328,-0.01532956909686,0.385326668635517
EC:1.1.1.290,0,0.903505827577072,0.0745481584560686,0.142334207882975,-0.0141062043413659,0.298774620107317
EC:1.1.1.291,0,0.721670570862333,0.389151820094482,0.0686974404893676,-0.087655672333742,0.225050553312477
EC:1.1.1.292,72.7772228561146,0.0129984586453151,0.959410209326502,-0.0120747105519786,-0.477082919108698,0.45293349800474
EC:1.1.1.3,0.00508278395265278,0.452075201094328,0.787291562817857,0.0215344267244093,-0.134885566286954,0.177954419735773
EC:1.1.1.30,0,0.771279112556579,0.182196512929206,0.106452100982843,-0.049948783117021,0.262852985082708
EC:1.1.1.301,2.06236597646358,0.480671670538462,0.363511830594488,-0.0771381189324081,-0.243517543531364,0.0892413056665478
EC:1.1.1.302,30.979114925985,0.175689788722499,0.285123637004499,0.11568286952895,-0.0964402940105255,0.327806033068425
EC:1.1.1.303,58.6689241021373,0.0621355821191094,0.116187349916928,-0.226651450706116,-0.509423190596762,0.0561202891845297
EC:1.1.1.304,0,0.487434241861455,0.0477312270453184,-0.158217648558107,-0.314853756829042,-0.00158154028717211
EC:1.1.1.305,0,0.855130009661637,0.935579191478837,-0.0064441046479355,-0.162705569791656,0.149817360495785
EC:1.1.1.306,0,0.903263652105887,0.0105377673878242,-0.204421608406343,-0.361071933094557,-0.0477712837181296
EC:1.1.1.308,72.3771231681653,0.0091451374222662,0.683002681997525,-0.0719893678904029,-0.41750168152453,0.273522945743725
EC:1.1.1.31,19.1367291320826,0.462703779192659,0.0819379381141477,0.168771957659165,-0.0213845891018921,0.358928504420222
EC:1.1.1.310,0,0.662100492186886,0.951919656775567,0.00480925643696265,-0.151518262539759,0.161136775413685
EC:1.1.1.312,0.00829921700118382,0.362635652575535,0.540769694720478,-0.048834810029018,-0.205320627874294,0.107651007816258
EC:1.1.1.313,0,0.453467895681795,0.597280590323286,0.0421643895560933,-0.114258682317901,0.198587461430087
EC:1.1.1.320,0,0.925431701381673,0.347690515611642,0.0748824906894806,-0.0814058358330748,0.231170817212036
EC:1.1.1.328,0.008087538312739,0.403566214338596,0.925497852845414,0.00746395597620013,-0.148978948848819,0.163906860801219
EC:1.1.1.333,30.625224624144,0.275944835595189,0.40863489052124,-0.0889653463767061,-0.299989467001485,0.122058774248073
EC:1.1.1.335,0,0.80771275681156,0.278554389282745,0.0864390162521764,-0.0699117204857819,0.242789752990135
EC:1.1.1.336,0,0.587372008294529,0.00669339133032847,-0.216959853082761,-0.373772713952355,-0.0601469922131677
EC:1.1.1.337,0.0126317621216095,0.359575890064906,0.935148163593479,-0.0064960670937457,-0.162968323215571,0.14997618902808
EC:1.1.1.338,68.9595992350605,0.0236637209805101,0.365331482203422,0.150932146726197,-0.175851239986874,0.477715533439268
EC:1.1.1.339,6.12374929706012,0.534401856162026,0.0102762627288329,-0.21962503652406,-0.38735356951874,-0.0518965035293788
EC:1.1.1.34,18.6353073641659,0.329269335260499,0.766435775592079,0.0286418926543557,-0.16034622238032,0.217630007689032
EC:1.1.1.342,0,0.872905864163156,0.744771381763999,-0.0259542796214959,-0.182215384592693,0.130306825349701
EC:1.1.1.343,0,0.897351377856559,0.0689653586078811,-0.145170397532441,-0.301621214191368,0.011280419126487
EC:1.1.1.346,29.8339066912882,0.284612240455783,0.153996023229975,-0.152571091743163,-0.362337292593347,0.0571951091070211
EC:1.1.1.35,0,0.626579069827853,0.148440195230992,-0.115363566364195,-0.271833172044367,0.0411060393159774
EC:1.1.1.350,44.5275314317651,0.14095612156981,0.172771285414708,-0.167910670906351,-0.409300000846943,0.0734786590342423
EC:1.1.1.36,0.00620291649145793,0.387492991617719,0.199720739592054,0.102425485468203,-0.0541235373913941,0.258974508327799
EC:1.1.1.362,0,0.381999683724071,0.646367551107073,-0.0768698949873376,-0.405242915758803,0.251503125784128
EC:1.1.1.363,0,0.702650698448763,0.261580511389269,-0.089580917716515,-0.245972748765869,0.0668109133328394
EC:1.1.1.367,0,0.742259066696473,0.00590063349183686,0.220226480369264,0.0634533758368646,0.376999584901663
EC:1.1.1.369,0,0.613155879017921,0.0341745872051633,0.169253383073806,0.0126293762299546,0.325877389917657
EC:1.1.1.37,0,0.656326810963324,0.836374703658677,0.0164736092488233,-0.139858325868412,0.172805544366058
EC:1.1.1.370,0,0.959902559778667,0.727664516460159,0.0277569936818675,-0.128467615654171,0.183981603017906
EC:1.1.1.371,0.0069227003078733,0.421124413944441,0.943075410723673,0.00569912258662967,-0.150733496368347,0.162131741541606
EC:1.1.1.373,0,0.845451061347586,0.723568167685946,0.0282008181194745,-0.128071487937084,0.184473124176033
EC:1.1.1.374,25.2041901950595,0.231174225429617,0.99962335916379,5.3703689804882e-05,-0.222925754926377,0.223033162305987
EC:1.1.1.376,5.45640144690141,0.279832970337884,0.327455522123084,-0.121577399716087,-0.364913481791238,0.121758682359064
EC:1.1.1.377,52.4447842405695,0.0977150410310536,0.911741508595976,0.0198040455701511,-0.330380526387589,0.369988617527891
EC:1.1.1.378,52.4447842405695,0.0977150410310536,0.911741508595976,0.0198040455701511,-0.330380526387589,0.369988617527891
EC:1.1.1.38,0.00109827105483265,0.380094213330449,0.488440235767886,-0.0553079885196636,-0.211778763362196,0.101162786322868
EC:1.1.1.380,0,0.581226503370951,0.592755582401349,-0.0426721950222994,-0.199045789464804,0.113701399420205
EC:1.1.1.381,0,0.97566207609173,0.715444827884145,-0.0290561798993515,-0.185272171298401,0.127159811499698
EC:1.1.1.385,0,0.668914966214115,0.426793073040945,0.0633997830738099,-0.0929644375020714,0.219764003649691
EC:1.1.1.387,0.000386804120487569,0.262755824392123,0.640507297527651,0.0372928471796832,-0.119225911896598,0.193811606255964
EC:1.1.1.388,48.5014243335486,0.142619478880187,0.99417227087853,-0.00152623182366506,-0.411074825239922,0.408022361592592
EC:1.1.1.39,0,0.810767914071084,0.286549359211095,-0.0850131685851303,-0.241360470122634,0.0713341329523733
EC:1.1.1.4,58.6689241021373,0.0621355821191094,0.116187349916928,-0.226651450706116,-0.509423190596762,0.0561202891845297
EC:1.1.1.40,0,0.837564590307877,0.406636841682628,0.0661799364436846,-0.0901301835152126,0.222490056402582
EC:1.1.1.41,56.389806555139,0.0767624595588857,0.71900248508244,-0.0503600226888709,-0.324695630366589,0.223975584988848
EC:1.1.1.42,70.6166099160691,0.00929757843728498,0.022023532688966,0.395479831247482,0.0569911129187525,0.733968549576212
EC:1.1.1.43,0.0101899369675407,0.335698761463269,0.517684980293774,0.0516573333152091,-0.104848598383006,0.208163265013424
EC:1.1.1.44,0,0.897351377856559,0.0689653586078811,-0.145170397532441,-0.301621214191368,0.011280419126487
EC:1.1.1.47,0,0.631779147846722,0.419116576174858,-0.0644637822175582,-0.220842188797385,0.0919146243622686
EC:1.1.1.48,0,0.670756610728481,0.892888619746519,-0.010739594383233,-0.167065035654874,0.145585846888408
EC:1.1.1.49,0,0.702650698448763,0.261580511389269,-0.089580917716515,-0.245972748765869,0.0668109133328394
EC:1.1.1.51,0,0.699807679647719,0.521078945652002,0.0769613142891479,-0.1581101678954,0.312032796473696
EC:1.1.1.53,0.00325829036776381,0.34155922390914,0.855181810847082,0.0145700630022456,-0.141896212102491,0.171036338106982
EC:1.1.1.56,0.00671954376092981,0.368624204274046,0.757992967764353,0.0245967997456424,-0.131865752111531,0.181059351602816
EC:1.1.1.57,0,0.889990256618875,0.47888130180114,-0.056461111066213,-0.212740275942115,0.0998180538096893
EC:1.1.1.58,0,0.90835756851844,0.0120333174231068,0.200683638943076,0.0440501307609921,0.357317147125159
EC:1.1.1.6,0,0.901412103287865,0.925062855784016,-0.00749812376961198,-0.163742225690051,0.148745978150827
EC:1.1.1.60,14.6397885464485,0.55210263731082,0.00125205156377859,0.301346586662087,0.118305258703113,0.484387914621061
EC:1.1.1.61,0,0.817825677981105,0.259483031811251,-0.0899537583295132,-0.246307039592993,0.0663995229339668
EC:1.1.1.65,0,0.851326397307442,0.859740399976401,-0.0140883399614112,-0.170352712585719,0.142176032662897
EC:1.1.1.67,0.00342142004072185,0.401498058570451,0.0679398395825855,0.145888787255654,-0.010754077915034,0.302531652426341
EC:1.1.1.69,39.4235285720299,0.156163692589969,0.0255112075204801,0.262544319072126,0.0321612070777005,0.492927431066552
EC:1.1.1.76,0,0.487434241861455,0.0477312270453184,-0.158217648558107,-0.314853756829042,-0.00158154028717211
EC:1.1.1.77,6.0872926444798,0.216197431850761,0.0154191430682824,0.20740471995094,0.0395922844492097,0.375217155452671
EC:1.1.1.79,0,0.866589482226255,0.341378930607537,0.0758805679799417,-0.0804325189887762,0.23219365494866
EC:1.1.1.81,0,0.599665758423921,0.027094916766642,0.176650181386274,0.0199963970313983,0.333303965741151
EC:1.1.1.83,0,0.856406516888765,0.599859063495074,-0.0418292241348887,-0.198106908296108,0.114448460026331
EC:1.1.1.85,66.1741555825795,0.0173453301576926,0.00328780757480272,0.475468865508496,0.158437617523881,0.792500113493112
EC:1.1.1.86,61.4128734481681,0.0371798638313663,0.00953310962478645,0.390326321583867,0.0952139980900606,0.685438645077672
EC:1.1.1.87,0,0.564827613217936,0.654850593212758,-0.0384444602485118,-0.206999372467826,0.130110451970802
EC:1.1.1.88,45.5578482741409,0.136626965011719,1.36806038273352e-05,-0.551246616532052,-0.799681192220618,-0.302812040843486
EC:1.1.1.9,27.9606044464036,0.206747075263224,0.866858714976608,0.0176230403198061,-0.188404670109397,0.223650750749009
EC:1.1.1.90,0.00885015583159311,0.477052561475024,0.808149592446369,0.0193778319830989,-0.13703766934194,0.175793333308138
EC:1.1.1.91,40.7182571796373,0.148407387460749,0.928162069818617,0.0106737972560713,-0.221367486006659,0.242715080518801
EC:1.1.1.93,0,0.856406516888765,0.599859063495074,-0.0418292241348887,-0.198106908296108,0.114448460026331
EC:1.1.1.94,25.1251121648817,0.182174129417318,0.307973817484671,-0.104601362167339,-0.3056983338338,0.0964956094991215
EC:1.1.1.95,17.6195346126872,0.467826716012012,0.0737252127997977,0.171076288314587,-0.0164205325723558,0.358573109201529
EC:1.1.2.3,0,0.605631169961655,0.880633579820721,-0.0119789107839856,-0.168327350855665,0.144369529287693
EC:1.1.2.4,0,0.650783545488801,0.0745066165546465,0.142435465276902,-0.0140938242921495,0.298964754845953
EC:1.1.2.6,0,0.955460205813401,0.4650283767262,0.0875477629941307,-0.147317186893765,0.322412712882026
EC:1.1.2.7,0.00898179522267382,0.311473367364637,0.116275817057235,-0.189097897264319,-0.425074784275509,0.0468789897468708
EC:1.1.2.8,0,0.898768478306718,0.927340731260226,-0.00726960664879588,-0.163514724705701,0.14897551140811
EC:1.1.3.15,61.4027753721343,0.0547088835811292,0.989320535455498,0.00199645168957835,-0.290341036973154,0.294333940352311
EC:1.1.3.17,0,0.633760158988206,0.577573650530169,-0.0668079001918748,-0.30191918097791,0.168303380594161
EC:1.1.3.21,54.3188180362983,0.0780177620797842,0.137860007922892,-0.203193225221324,-0.471591527928177,0.0652050774855292
EC:1.1.3.41,0.00172809504896476,0.373112230069176,0.728489508945127,-0.0277098769638538,-0.184162782508702,0.128743028580994
EC:1.1.3.46,0.00121196835651447,0.440544709171493,0.831112738817784,0.0170205293829234,-0.139395731702352,0.173436790468198
EC:1.1.3.47,0.000476425275203255,0.22386656883279,0.527992919505671,-0.0504086636296661,-0.20696613831349,0.106148811054158
EC:1.1.3.48,52.16922017893,0.0873436661581303,0.853574199081999,-0.0246315526290245,-0.286210271295292,0.236947166037242
EC:1.1.3.6,0,0.732220066409231,0.393234205469811,0.0681060378819825,-0.0882427205488792,0.224454796312844
EC:1.1.3.8,19.2846700943563,0.330432091871139,0.76687306048484,0.0287526562051506,-0.161332816809336,0.218838129219637
EC:1.1.5.2,0,0.801705529610747,0.944743987653403,-0.00552640614798931,-0.161806556660913,0.150753744364935
EC:1.1.5.3,0,0.616495959820649,0.0990485569190754,-0.13171926673649,-0.288231878147572,0.0247933446745919
EC:1.1.5.4,0,0.563182062763859,0.168462259103695,-0.109950479051449,-0.26643099870572,0.0465300406028213
EC:1.1.5.6,0,0.975852620621853,0.596374133629636,-0.0422151562593314,-0.198440176085666,0.114009863567004
EC:1.1.5.8,16.3784205060712,0.365941993480956,0.339005564370695,0.0903124206246927,-0.0948179768741711,0.275442818123557
EC:1.1.9.1,0,0.585426470906932,0.43284020778561,-0.0625853620233148,-0.218977923620064,0.0938071995734348
EC:1.1.98.2,0,0.63082974778461,0.620303061991546,0.039521510221662,-0.116831886397728,0.195874906841052
EC:1.1.98.3,26.4487441576277,0.306044134039116,0.531877185814304,-0.0647703098835541,-0.267839795897904,0.138299176130796
EC:1.1.99.1,0,0.821094704744934,0.186244573814708,0.105461507826818,-0.0509202181294008,0.261843233783036
EC:1.1.99.21,35.146259153554,0.173270852471008,0.57957228917328,0.0843181681807448,-0.213980956466817,0.382617292828307
EC:1.1.99.28,35.7697314074409,0.120038127400866,0.952108150775522,-0.00679462628262367,-0.228528012100533,0.214938759535286
EC:1.1.99.3,36.0845588929725,0.199809756686488,0.251127388461051,0.1301343880473,-0.0921166587124101,0.352385434807009
EC:1.1.99.31,69.9628743397598,0.0267784610679299,0.547401841013923,0.101962788974029,-0.230191704610068,0.434117282558126
EC:1.10.2.2,0,0.731679533843573,0.761772613940157,-0.0241768616666114,-0.180486199042678,0.132132475709455
EC:1.10.3.11,0,0.580767395071708,0.892719543079518,-0.0161771764789338,-0.251278647856744,0.218924294898877
EC:1.10.3.12,0.00310942405241309,0.293085987760611,0.605502338183759,-0.0412440709251283,-0.197751802590016,0.115263660739759
EC:1.10.3.3,0,0.633152504892753,0.586963863843289,-0.0651648052496935,-0.300273468920034,0.169943858420647
EC:1.10.9.1,40.786198533386,0.163067401571603,0.741250775414374,0.0391386695718547,-0.193178034734704,0.271455373878413
EC:1.11.1.1,6.10801743004671,0.367889334906183,0.000415966968755471,-0.303040576727027,-0.471310330556787,-0.134770822897268
EC:1.11.1.10,0,0.488156144576447,0.0335298705107404,0.16992013660838,0.013246852072144,0.326593421144616
EC:1.11.1.15,9.8758096545718,0.499227944734904,0.0527102595262038,-0.172044966184381,-0.346103803020944,0.00201387065218323
EC:1.11.1.19,0,0.727607038190553,0.00327481880132427,-0.235327101894933,-0.392172132423015,-0.0784820713668504
EC:1.11.1.21,0.000536252601931939,0.498559375816216,0.830090490732486,-0.0171223785453957,-0.173513390220989,0.139268633130198
EC:1.11.1.5,29.8842458630208,0.16279172162434,0.145336545482191,-0.15604491193277,-0.366072246014959,0.0539824221494185
EC:1.11.1.6,0.00466456622079013,0.410501288917813,0.131315125254332,-0.120543895782972,-0.277118916827583,0.0360311252616377
EC:1.11.1.7,1.90908180893285,0.518291277849038,0.645075017257938,-0.0375563459929356,-0.197362525236406,0.122249833250534
EC:1.11.1.9,0.0239473172121803,0.331473364099647,0.00231161968651447,-0.244211638641716,-0.401300897567522,-0.0871223797159096
EC:1.11.2.4,0,0.715650315382077,0.27579337206154,-0.086955107138689,-0.243338003707408,0.0694277894300304
EC:1.12.1.2,0,0.817406381041507,0.296982093423584,-0.0831919857254069,-0.239533985105097,0.0731500136542835
EC:1.12.1.3,0,0.853116063103906,0.000984974087507621,0.26382297210538,0.106882928090886,0.420763016119875
EC:1.12.2.1,15.6797587998271,0.412089152409435,0.381222722659108,0.0821414005512993,-0.101716298360705,0.265999099463303
EC:1.12.5.1,0.0119112836721996,0.308968869107065,1.63728927510309e-08,-0.456698231528364,-0.615222812862795,-0.298173650193932
EC:1.12.7.2,0,0.945263674218405,0.576269787478274,0.0445495993249005,-0.111694318015174,0.200793516664975
EC:1.12.98.1,0,0.591561200677529,0.666626787556889,0.0343672903534968,-0.121996321792509,0.190730902499503
EC:1.12.98.2,0,0.405360645984447,0.674338261713653,-0.0361511461577748,-0.204772498246154,0.132470205930604
EC:1.12.99.6,0,0.858033047246247,0.952860884775727,0.00471296901883936,-0.151547249452026,0.160973187489705
EC:1.13.11.1,0,0.774518072245498,0.894357458807807,0.0105890599843361,-0.145701173526493,0.166879293495166
EC:1.13.11.11,0,0.83835743877715,0.934308838939559,0.00657171871578554,-0.149695775228919,0.16283921266049
EC:1.13.11.15,0,0.494263606869888,0.937245836848144,0.0062821721251161,-0.150107096497146,0.162671440747378
EC:1.13.11.16,0,0.951664668266029,0.1460380176014,0.115963870247455,-0.0403887551209657,0.272316495615875
EC:1.13.11.2,6.9141259777617,0.320333466485118,0.000778864921168423,-0.29063638376656,-0.460161144248711,-0.121111623284409
EC:1.13.11.20,14.3264664957555,0.365692448689558,0.996629433863194,-0.000606291948652825,-0.281903750582045,0.28069116668474
EC:1.13.11.25,0.0119277141525236,0.496494956127458,0.735775635278399,-0.0269307027213308,-0.183347295786701,0.129485890344039
EC:1.13.11.27,0,0.819649650159211,0.994186537844398,0.000580946704970773,-0.155692702279458,0.156854595689399
EC:1.13.11.3,0.0120682005720075,0.534484151712938,0.241863680855455,0.0934380756124037,-0.0630421543894485,0.249918305614256
EC:1.13.11.33,0.009807108731447,0.260079495577625,0.298285778662984,0.0831002213799584,-0.073491315228184,0.239691757988101
EC:1.13.11.37,0,0.655461043826247,0.873811085933765,0.0126678014742443,-0.143663346981047,0.168998949929535
EC:1.13.11.4,0,0.775989288846799,0.588633763058097,0.0431300621873603,-0.113176742814848,0.199436867189568
EC:1.13.11.41,0.00627712503622216,0.446111672302152,0.276761042689964,0.0868416631667052,-0.0696522178093799,0.24333554414279
EC:1.13.11.49,0.165039056225591,0.653140992811905,0.468436775577318,-0.0579511869053632,-0.21461097126304,0.098708597452314
EC:1.13.11.5,0,0.809970072316306,0.811058496789382,-0.0190618511365595,-0.175342402498781,0.137218700225662
EC:1.13.11.52,0,0.670519587142992,0.0869672544133376,0.205775406946357,-0.029856958422064,0.441407772314779
EC:1.13.11.53,16.3574058154743,0.527321534054249,0.241489568904542,0.110558142430015,-0.0744458757447329,0.295562160604763
EC:1.13.11.54,16.3574058154743,0.527321534054249,0.241489568904542,0.110558142430015,-0.0744458757447329,0.295562160604763
EC:1.13.11.57,0,0.791189518739632,0.955692944813357,-0.00443018292594412,-0.160713830638919,0.15185346478703
EC:1.13.11.6,0.00329168781895298,0.200249468810307,0.993524227393266,0.000648304568037689,-0.155908113310512,0.157204722446587
EC:1.13.11.75,5.85381639847759,0.334650609568191,0.972658485663326,-0.00291735936672691,-0.169745955417668,0.163911236684215
EC:1.13.11.79,10.1924538631582,0.209792485899164,0.669014691319875,0.0380605273558038,-0.136435717139134,0.212556771850742
EC:1.13.11.8,0,0.679582682138917,0.425003259607925,-0.0636441292758902,-0.220004996273876,0.0927167377220951
EC:1.13.11.80,0.0063791109191781,0.313649413376549,0.809111179738678,-0.0350708002097555,-0.319612345210856,0.249470744791345
EC:1.13.11.9,0.00416520980927518,0.452415464457052,0.653533007136863,-0.0358238187312218,-0.192250034796864,0.120602397334421
EC:1.13.12.16,0.0012463505727753,0.462763209609078,0.0833018102605581,-0.13836523743309,-0.294956301126004,0.0182258262598242
EC:1.13.12.3,0.000142932735586958,0.243487364778003,0.264246645603119,0.0891979995132222,-0.0673975664433118,0.245793565469756
EC:1.13.12.4,0,0.798686699065044,0.595140573967005,0.0423769117001185,-0.113921515819432,0.198675339219669
EC:1.13.99.1,0,0.881570740971743,0.238217540853229,-0.0940798188297733,-0.25041749275509,0.0622578550955429
EC:1.14.11.1,0.000282065981430703,0.391144546272882,0.224759700994286,0.0969495369592819,-0.0595764185273347,0.253475492445899
EC:1.14.11.17,0.000920967960790625,0.481794376595186,0.328839621432403,0.0779458458053297,-0.0785091213849233,0.234400812995583
EC:1.14.11.18,77.4426986077153,0.00871165603180931,0.876142152256702,-0.0304072688980024,-0.41277964557617,0.351965107780165
EC:1.14.11.2,0,0.970465162154883,0.628091892073537,-0.0386118865147823,-0.194837479795697,0.117613706766133
EC:1.14.11.33,0.00020116552551751,0.384551666320722,0.447459849196732,-0.0606469296128754,-0.217119986621081,0.0958261273953299
EC:1.14.11.47,0,0.98398274048766,0.841250216947929,0.0159629802374594,-0.140241293973068,0.172167254447987
EC:1.14.12.1,24.7798523355331,0.186013562010659,0.372478515503795,0.0911735159333859,-0.109195091934717,0.291542123801489
EC:1.14.12.10,26.5364090338681,0.264929327767544,0.252206879042474,0.118875888979501,-0.0846099991027516,0.322361777061754
EC:1.14.12.15,30.9145492221646,0.210187321153043,0.998281490005629,0.00038549696465727,-0.350412186947941,0.351183180877256
EC:1.14.12.17,0,0.887452237395991,0.11473511844445,0.125864353935989,-0.0305392807746411,0.28226798864662
EC:1.14.12.19,0,0.983004693508334,0.231893728397139,0.0953310274589543,-0.0609602128696752,0.251622267787584
EC:1.14.13.1,0.00126775077342368,0.322175001827063,0.577559839568583,0.0444690494523116,-0.112021361017357,0.200959459921981
EC:1.14.13.10,18.5027644562342,0.311149448460481,0.937969695908168,0.00749490825800027,-0.181266137261161,0.196255953777161
EC:1.14.13.107,0.000998918893170137,0.454654859050991,0.936354217671076,0.00637235734186527,-0.150035042150881,0.162779756834611
EC:1.14.13.113,48.7955471395089,0.100403263093649,0.235026534823841,0.152861263057623,-0.0994335245487972,0.405156050664042
