pathway,I2,Q_test,model_p,Coefficient,C.lower,C.upper
HEME-BIOSYNTHESIS-II,6.03846844655129,0.3135808843726,0.0713025834314169,-0.1540734739581,-0.321509480827207,0.0133625329110065
HEMESYN2-PWY,31.2205517083944,0.257226372428477,0.0439167417964763,-0.218825590559098,-0.43168655345045,-0.00596462766774525
HEXITOLDEGSUPER-PWY,0,0.711120591441779,0.057372137530279,-0.151783486739194,-0.308318957668166,0.00475198418977915
HISDEG-PWY,44.3136408520301,0.130606449047529,0.066902020035511,-0.225594700263295,-0.466903352271201,0.0157139517446113
HISTSYN-PWY,55.421826390907,0.0548526892144851,0.000733749626254608,0.474255456823769,0.198975446986182,0.749535466661357
HOMOSER-METSYN-PWY,80.4096772779493,0.00152979246012397,0.237691499175955,-0.247824550958183,-0.659187049089126,0.163537947172759
HSERMETANA-PWY,0.00205739796810684,0.310763471450063,0.000609913946071941,-0.274906095131726,-0.432122260020181,-0.117689930243271
ILEUSYN-PWY,61.3175754584788,0.0299845989762645,0.00345595592238722,0.440935569458756,0.145372625699867,0.736498513217646
KDO-NAGLIPASYN-PWY,0,0.902184071112567,0.685715220204616,-0.0322618691247372,-0.188515273305079,0.123991535055605
KETOGLUCONMET-PWY,4.75457684480332,0.392733571043858,0.379883485580145,0.0738949145553964,-0.0910402378743428,0.238830066985136
LACTOSECAT-PWY,68.2645252034548,0.0189602469551838,0.00821616643408483,-0.440318652116961,-0.766838027738453,-0.113799276495469
LEU-DEG2-PWY,0,0.899929369263289,0.105105403616977,0.129325012873863,-0.0270823607670085,0.285732386514735
LIPASYN-PWY,0.000388427911789069,0.430334442766854,0.0743818899556501,-0.142574767930643,-0.299189755050607,0.0140402191893215
LPSSYN-PWY,0,0.647032732870127,0.84371517408703,0.0157249957307611,-0.140609914976296,0.172059906437818
MET-SAM-PWY,84.2260499613065,0.00045758848480593,0.170152453310243,-0.321490778451133,-0.780850597890037,0.13786904098777
METH-ACETATE-PWY,0,0.485743131982839,0.0179805223975523,0.189214793021741,0.0324729485299417,0.345956637513541
METHANOGENESIS-PWY,0,0.435884029532871,0.545843487172718,-0.0519639221617353,-0.220585406633421,0.11665756230995
METHGLYUT-PWY,7.13227306907716,0.316661771936806,0.966124295710363,0.00366353278645992,-0.165407561468575,0.172734627041495
METHYLGALLATE-DEGRADATION-PWY,0.000756839651819626,0.422791799249439,0.53270367566765,-0.049798538785505,-0.206243198906336,0.106646121335326
NAD-BIOSYNTHESIS-II,0,0.880628789915976,0.121518109904607,-0.123561401222284,-0.279962042996884,0.0328392405523165
NADSYN-PWY,0.00768757585515573,0.502591226050938,0.682885658208169,0.0326015630893753,-0.123808279032072,0.189011405210823
NAGLIPASYN-PWY,0,0.717543924552444,0.133011474114956,-0.119919553700718,-0.276368366814914,0.036529259413478
NONMEVIPP-PWY,0,0.711451786004048,0.147680262741127,0.115558772898673,-0.0408821017835925,0.271999647580939
NONOXIPENT-PWY,0,0.731770398500373,0.397173836647722,0.0675404081020903,-0.0888077507673548,0.223888566971535
OANTIGEN-PWY,0,0.679911772275264,0.438405530694791,-0.0618176776991367,-0.218176195467983,0.0945408400697091
ORNARGDEG-PWY,0,0.992230831999915,0.725828547176551,-0.027947892063773,-0.184149802530795,0.128254018403249
ORNDEG-PWY,0,0.863209791355841,0.998780230777712,0.000121879949636734,-0.156136234193458,0.156379994092731
P101-PWY,0,0.572190110753091,0.708699754743304,-0.0298063962153077,-0.186174183011258,0.126561390580642
P105-PWY,0,0.67143656111406,0.823802620826239,-0.0177591570266707,-0.174086325779977,0.138568011726636
P108-PWY,0,0.836507660562629,0.301034001151177,0.0824931991794385,-0.0738409706149998,0.238827368973877
P122-PWY,0,0.891366753648181,0.635434558431156,0.0377977604823272,-0.118463693365953,0.194059214330607
P124-PWY,0,0.850053124078733,0.495023442255161,0.054411347817174,-0.101880453535167,0.210703149169515
P125-PWY,58.7075055426652,0.0621422205643032,0.105938896281879,-0.233407515962241,-0.516369647102604,0.0495546151781228
P161-PWY,70.6409004899896,0.00666500178139113,0.683291973187462,0.0697777285986098,-0.265443325272289,0.404998782469508
P162-PWY,70.6316308109466,0.00765150388329114,0.00101432329265472,-0.574006087335634,-0.916322603960896,-0.231689570710371
P163-PWY,75.3190962088139,0.00143504514517452,0.00904918844684813,-0.494289369661944,-0.865445980737176,-0.123132758586713
P164-PWY,0,0.78156806680929,0.470429906133702,-0.0575663427147765,-0.213885440965281,0.0987527555357277
P184-PWY,0.00190267803928918,0.347012427243122,0.386194522523822,-0.0691943041823605,-0.225700021845309,0.0873114134805875
P221-PWY,0,0.664482465842806,0.077824611831691,0.14082677478567,-0.0156933398201206,0.297346889391462
P23-PWY,11.4927851729688,0.349103032234786,0.428555960342265,-0.0713520111267261,-0.2480016663408,0.105297644087348
P241-PWY,0,0.427217624314751,0.550204853565366,-0.051401706172747,-0.220026621505114,0.11722320915962
P261-PWY,6.72861148720532,0.444256741388101,0.853991777248786,-0.0157992978460411,-0.184067803407889,0.152469207715807
P281-PWY,0,0.634790798147703,0.710543801607834,0.0296045174514932,-0.126740799629803,0.185949834532789
P341-PWY,19.5505532743861,0.247193457745695,0.732970706556807,-0.033194409273467,-0.223887041791357,0.157498223244423
P381-PWY,54.0565922257563,0.0722597459736798,0.749322364329067,-0.0435566376658065,-0.310726033577585,0.223612758245972
P4-PWY,53.2516448992264,0.0860762377480443,0.355815602618765,-0.124702892232238,-0.389400444023233,0.139994659558758
P42-PWY,0,0.797238508066036,0.681783235713045,0.0326967686061538,-0.123595060422292,0.1889885976346
P441-PWY,50.4251175253706,0.0954638238318097,0.0766191356311044,-0.2327312112684,-0.490345716186288,0.0248832936494871
P461-PWY,0,0.551035216488234,0.577509386927831,-0.0444453419506237,-0.200831589287648,0.1119409053864
