len_control	len_case	mean_control	mean_case	sd_control	sd_case	cohen.d	lower	upper
1CMET2-PWY	174	177	0.0793629243882745	0.0789989769084958	0.00399544706750899	0.00412634142051615	0.0895984508088208	-0.120472919952183	0.299669821569824
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	174	177	0.00164209506840499	0.00160235270986353	0.00316182071515162	0.00325996147327969	0.0123742908658264	-0.197593774336916	0.222342356068569
AEROBACTINSYN-PWY	174	177	0.00512619218046735	0.00473523044009803	0.00573994306292681	0.00564816568601914	0.0686639261542856	-0.14136398704918	0.278691839357751
ALL-CHORISMATE-PWY	174	177	0.0223581624277508	0.022793557927757	0.0166616903110708	0.016346941401659	-0.0263816687996823	-0.236356857301845	0.183593519702481
ANAEROFRUCAT-PWY	174	177	0.0754414688156133	0.0758585539572631	0.00567415961389674	0.00574935596107675	-0.073016490621421	-0.283052493221491	0.137019511978649
ANAGLYCOLYSIS-PWY	174	177	0.0898340625200482	0.0894597907447171	0.00427546915345198	0.00440442789553172	0.0862182347181619	-0.12384534147193	0.296281810908254
ARG+POLYAMINE-SYN	174	177	0.0411068475014792	0.0410490998593938	0.0109819168535394	0.0109492832021266	0.00526631617610492	-0.20470010369168	0.21523273604389
ARGDEG-PWY	174	177	0.0129943796375505	0.0130718572611941	0.0120992485093498	0.0123236833807627	-0.00634389303709031	-0.216310477071459	0.203622690997278
ARGORNPROST-PWY	174	177	0.024277705895917	0.024492776413567	0.00977038435053043	0.0108524714576878	-0.0208194763307947	-0.23079121990137	0.18915226723978
ARGSYN-PWY	174	177	0.0696283587234689	0.0689423146393615	0.00729354993392138	0.00718710309261423	0.0947566244058136	-0.11532721782853	0.304840466640157
ARGSYNBSUB-PWY	174	177	0.0681778178017869	0.0677266026592883	0.00887085878103193	0.0089770350765593	0.0505588044382421	-0.159440790982464	0.260558399858948
ARO-PWY	174	177	0.0822427920677981	0.082045705022613	0.0052913388510766	0.00488735408681201	0.038708135852388	-0.171277580002924	0.2486938517077
ASPASN-PWY	174	177	0.0815611053409101	0.0818222804476456	0.00641955553967403	0.00681836989125613	-0.0394305206780243	-0.249416977144931	0.170555935788882
AST-PWY	174	177	0.0113144618463622	0.0112887800026605	0.0102072826912035	0.010753463422168	0.00244909075024219	-0.207517043899261	0.212415225399746
BIOTIN-BIOSYNTHESIS-PWY	174	177	0.0623270167594922	0.060373472540554	0.00986109015789732	0.00884861125529994	0.208618555855207	-0.00191781382349179	0.419154925533905
BRANCHED-CHAIN-AA-SYN-PWY	174	177	0.0860109681206849	0.084830345716302	0.00589808602118107	0.00612202421327648	0.196375676573851	-0.0140957969917506	0.406847150139453
CALVIN-PWY	174	177	0.0903084461684799	0.0905242341067028	0.00438849356971762	0.00473967995515592	-0.047228998126846	-0.257224321499886	0.162766325246194
CATECHOL-ORTHO-CLEAVAGE-PWY	174	177	0.001517753437379	0.00163130391697876	0.002749740813837	0.00308916845946004	-0.0388095392112945	-0.248795358202465	0.171176279779877
CENTFERM-PWY	174	177	0.0326803670260064	0.0351209373974028	0.014060273789849	0.0145881434075361	-0.170324935812536	-0.380671321848375	0.040021450223303
CHLOROPHYLL-SYN	174	177	8.39254874886728e-05	0.000194493828579011	0.000780754309201017	0.0017420087629758	-0.0816785050814908	-0.291732084073362	0.12837507391038
COA-PWY	174	177	0.0810970927204264	0.0811889188586781	0.00467776098718507	0.00504972835981551	-0.0188597431141342	-0.228830466340402	0.191110980112133
COBALSYN-PWY	174	177	0.0733194797101778	0.0732178753793293	0.00656020296538686	0.00676056215279765	0.0152513326232025	-0.194717775498109	0.225220440744514
CODH-PWY	174	177	0.0229277851497815	0.0234142465010561	0.0118813960096631	0.0117358479611908	-0.0411968378055163	-0.251185162820884	0.168791487209852
